danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Track,Artist
0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4,Woman,Doja Cat
0.766,0.831,5,-5.122,0,0.0479,0.0234,0.0,0.323,0.777,119.996,audio_features,4ZcAPS5AXNBI6aH8OMjCDF,spotify:track:4ZcAPS5AXNBI6aH8OMjCDF,https://api.spotify.com/v1/tracks/4ZcAPS5AXNBI6aH8OMjCDF,https://api.spotify.com/v1/audio-analysis/4ZcAPS5AXNBI6aH8OMjCDF,196221,4,KING KONG,TREASURE
0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,audio_features,4SFknyjLcyTLJFPKD2m96o,spotify:track:4SFknyjLcyTLJFPKD2m96o,https://api.spotify.com/v1/tracks/4SFknyjLcyTLJFPKD2m96o,https://api.spotify.com/v1/audio-analysis/4SFknyjLcyTLJFPKD2m96o,182956,4,How You Like That,BLACKPINK
0.505,0.807,7,-6.226,1,0.11,0.00177,0.0,0.389,0.505,107.067,audio_features,4RTq3Gc7wS2CA8fHtqQhQ1,spotify:track:4RTq3Gc7wS2CA8fHtqQhQ1,https://api.spotify.com/v1/tracks/4RTq3Gc7wS2CA8fHtqQhQ1,https://api.spotify.com/v1/audio-analysis/4RTq3Gc7wS2CA8fHtqQhQ1,179455,4,Milf Song,The Puddleducks
0.931,0.411,8,-8.433,1,0.0711,0.165,5.26e-06,0.134,0.515,100.002,audio_features,6NjWCIYu1W8xa3HIvcIhd4,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,https://api.spotify.com/v1/tracks/6NjWCIYu1W8xa3HIvcIhd4,https://api.spotify.com/v1/audio-analysis/6NjWCIYu1W8xa3HIvcIhd4,176027,4,Nasty,Tinashe
0.709,0.583,5,-5.298,0,0.204,0.138,2.97e-06,0.195,0.533,116.624,audio_features,0vjeOZ3Ft5jvAi9SBFJm1j,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j,182667,4,Superhero (Heroes & Villains),Metro Boomin
0.686,0.73,10,-5.504,0,0.412,0.0287,0.0,0.369,0.271,145.251,audio_features,275a9yzwGB6ncAW4SxY7q3,spotify:track:275a9yzwGB6ncAW4SxY7q3,https://api.spotify.com/v1/tracks/275a9yzwGB6ncAW4SxY7q3,https://api.spotify.com/v1/audio-analysis/275a9yzwGB6ncAW4SxY7q3,247867,4,Panda,Desiigner
0.598,0.696,2,-4.789,1,0.112,0.0153,0.0,0.219,0.209,91.057,audio_features,3eh51r6rFWAlGQRlHx9QnQ,spotify:track:3eh51r6rFWAlGQRlHx9QnQ,https://api.spotify.com/v1/tracks/3eh51r6rFWAlGQRlHx9QnQ,https://api.spotify.com/v1/audio-analysis/3eh51r6rFWAlGQRlHx9QnQ,232774,4,Push Ups,Drake
0.545,0.779,3,-6.235,0,0.0751,0.243,1.66e-06,0.123,0.303,150.002,audio_features,1DmW5Ep6ywYwxc2HMT5BG6,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,https://api.spotify.com/v1/tracks/1DmW5Ep6ywYwxc2HMT5BG6,https://api.spotify.com/v1/audio-analysis/1DmW5Ep6ywYwxc2HMT5BG6,183375,4,Tattoo,Loreen
0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4,Kiss Me More (feat. SZA),Doja Cat
0.725,0.744,1,-5.827,0,0.153,0.0975,0.0,0.124,0.701,171.834,audio_features,1O8zCu3dLLPxkbGfIsbRgE,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4,What It Is (Block Boy) (with Kodak Black),Doechii
0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,audio_features,6XjDF6nds4DE2BBbagZol6,spotify:track:6XjDF6nds4DE2BBbagZol6,https://api.spotify.com/v1/tracks/6XjDF6nds4DE2BBbagZol6,https://api.spotify.com/v1/audio-analysis/6XjDF6nds4DE2BBbagZol6,222000,4,Gata Only,FloyyMenor
0.679,0.772,8,-4.721,0,0.0472,0.0277,2.59e-06,0.106,0.709,126.964,audio_features,5q0EXnBYyeCdXD72FzJxH0,spotify:track:5q0EXnBYyeCdXD72FzJxH0,https://api.spotify.com/v1/tracks/5q0EXnBYyeCdXD72FzJxH0,https://api.spotify.com/v1/audio-analysis/5q0EXnBYyeCdXD72FzJxH0,188143,4,Illusion,Dua Lipa
0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4,drivers license,Olivia Rodrigo
0.626,0.63,4,-3.834,1,0.0377,0.582,0.0,0.13,0.421,147.029,audio_features,41WQUSINanQHfhfKpFDsms,spotify:track:41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/tracks/41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/audio-analysis/41WQUSINanQHfhfKpFDsms,191186,4,Used To Be Young,Miley Cyrus
0.792,0.664,2,-5.598,1,0.0333,0.321,0.0,0.283,0.666,120.041,audio_features,3yphjkz7V5xFXdfBEXVKL6,spotify:track:3yphjkz7V5xFXdfBEXVKL6,https://api.spotify.com/v1/tracks/3yphjkz7V5xFXdfBEXVKL6,https://api.spotify.com/v1/audio-analysis/3yphjkz7V5xFXdfBEXVKL6,173462,4,Cupid - Twin Ver.,FIFTY FIFTY
0.803,0.431,10,-8.634,0,0.0617,0.00388,9.01e-05,0.101,0.141,145.037,audio_features,6aC3a6uYGxo2uTAmYPUI1d,spotify:track:6aC3a6uYGxo2uTAmYPUI1d,https://api.spotify.com/v1/tracks/6aC3a6uYGxo2uTAmYPUI1d,https://api.spotify.com/v1/audio-analysis/6aC3a6uYGxo2uTAmYPUI1d,205296,4,Heavy stunts (with Don Toliver),Yeat
0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,audio_features,0YrKSfpvflYnLSBd4Jtu6J,spotify:track:0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/tracks/0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/audio-analysis/0YrKSfpvflYnLSBd4Jtu6J,136900,4,Time Today,Moneybagg Yo
0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,audio_features,60iSKGrGazRzICtMjADNSM,spotify:track:60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/tracks/60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/audio-analysis/60iSKGrGazRzICtMjADNSM,205687,4,Hold Me While You Wait,Lewis Capaldi
0.62,0.837,8,-4.356,0,0.13,0.128,0.000242,0.242,0.433,172.081,audio_features,5RobAV5ROH5KARimi7n3cO,spotify:track:5RobAV5ROH5KARimi7n3cO,https://api.spotify.com/v1/tracks/5RobAV5ROH5KARimi7n3cO,https://api.spotify.com/v1/audio-analysis/5RobAV5ROH5KARimi7n3cO,170438,4,messy in heaven,venbee
0.716,0.723,10,-4.202,1,0.0636,0.0537,0.00769,0.109,0.826,170.031,audio_features,1eMXh9WqMtnmeyZnig2NUA,spotify:track:1eMXh9WqMtnmeyZnig2NUA,https://api.spotify.com/v1/tracks/1eMXh9WqMtnmeyZnig2NUA,https://api.spotify.com/v1/audio-analysis/1eMXh9WqMtnmeyZnig2NUA,286284,4,Maquillaje,Renn
0.537,0.924,4,-4.616,0,0.034,0.0013,3.42e-05,0.108,0.0623,127.025,audio_features,1ls2PNiOHOxmSfHRyslgAl,spotify:track:1ls2PNiOHOxmSfHRyslgAl,https://api.spotify.com/v1/tracks/1ls2PNiOHOxmSfHRyslgAl,https://api.spotify.com/v1/audio-analysis/1ls2PNiOHOxmSfHRyslgAl,234331,4,Shiver,John Summit
0.813,0.481,1,-6.71,1,0.231,0.217,0.0,0.0931,0.842,140.122,audio_features,1xIqDFx3KdByBnKMlTECcM,spotify:track:1xIqDFx3KdByBnKMlTECcM,https://api.spotify.com/v1/tracks/1xIqDFx3KdByBnKMlTECcM,https://api.spotify.com/v1/audio-analysis/1xIqDFx3KdByBnKMlTECcM,178286,4,Coming for You (feat. A1 x J1),SwitchOTR
0.681,0.836,5,-3.325,0,0.0625,0.278,2.42e-06,0.0718,0.891,93.893,audio_features,4Fuf1v4kPQ6RIvEGlUfvaq,spotify:track:4Fuf1v4kPQ6RIvEGlUfvaq,https://api.spotify.com/v1/tracks/4Fuf1v4kPQ6RIvEGlUfvaq,https://api.spotify.com/v1/audio-analysis/4Fuf1v4kPQ6RIvEGlUfvaq,169051,4,Grey,Yung Filly
0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4,Whistle,Flo Rida
0.744,0.842,10,-6.576,0,0.0358,0.101,2.43e-06,0.148,0.814,125.258,audio_features,1sXr6moCwVxwKEgSPxhVvF,spotify:track:1sXr6moCwVxwKEgSPxhVvF,https://api.spotify.com/v1/tracks/1sXr6moCwVxwKEgSPxhVvF,https://api.spotify.com/v1/audio-analysis/1sXr6moCwVxwKEgSPxhVvF,170832,3,Apaga El Cel,Calle 24
0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,audio_features,6V7g6qM8wheMivMWrzbPTM,spotify:track:6V7g6qM8wheMivMWrzbPTM,https://api.spotify.com/v1/tracks/6V7g6qM8wheMivMWrzbPTM,https://api.spotify.com/v1/audio-analysis/6V7g6qM8wheMivMWrzbPTM,195637,4,Leave Me Alone,Flipp Dinero
0.684,0.545,1,-6.885,1,0.121,0.159,0.0,0.102,0.407,143.049,audio_features,1HvTxgCj0mTzQlEo0zLvFb,spotify:track:1HvTxgCj0mTzQlEo0zLvFb,https://api.spotify.com/v1/tracks/1HvTxgCj0mTzQlEo0zLvFb,https://api.spotify.com/v1/audio-analysis/1HvTxgCj0mTzQlEo0zLvFb,135264,4,In My Head,Lil Tjay
0.583,0.834,0,-4.875,1,0.0444,0.0495,0.0,0.0658,0.557,173.935,audio_features,2gpQi3hbcUAcEG8m2dlgfB,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,https://api.spotify.com/v1/tracks/2gpQi3hbcUAcEG8m2dlgfB,https://api.spotify.com/v1/audio-analysis/2gpQi3hbcUAcEG8m2dlgfB,178203,4,Plan A,Paulo Londra
0.841,0.744,8,-7.615,1,0.048,0.272,0.0169,0.0796,0.735,104.029,audio_features,6JTpnAzRctuyc6qhUimpMW,spotify:track:6JTpnAzRctuyc6qhUimpMW,https://api.spotify.com/v1/tracks/6JTpnAzRctuyc6qhUimpMW,https://api.spotify.com/v1/audio-analysis/6JTpnAzRctuyc6qhUimpMW,140340,4,GoodSin,Olivetheboy
0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,audio_features,6CjtS2JZH9RkDz5UVInsa9,spotify:track:6CjtS2JZH9RkDz5UVInsa9,https://api.spotify.com/v1/tracks/6CjtS2JZH9RkDz5UVInsa9,https://api.spotify.com/v1/audio-analysis/6CjtS2JZH9RkDz5UVInsa9,235613,4,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis
0.733,0.477,2,-6.737,0,0.0647,0.304,2.76e-06,0.0579,0.547,62.507,audio_features,3mRLHiSHYtC8Hk7bzZdUs1,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/tracks/3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/audio-analysis/3mRLHiSHYtC8Hk7bzZdUs1,216133,4,River,Bishop Briggs
0.717,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.021,audio_features,0FBQ4NrrHUbR9kus7rzrOj,spotify:track:0FBQ4NrrHUbR9kus7rzrOj,https://api.spotify.com/v1/tracks/0FBQ4NrrHUbR9kus7rzrOj,https://api.spotify.com/v1/audio-analysis/0FBQ4NrrHUbR9kus7rzrOj,260537,4,Dil Diyan Gallan,Atif Aslam
0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,audio_features,3Iba59sFmGhQ4kbCY5L8AX,spotify:track:3Iba59sFmGhQ4kbCY5L8AX,https://api.spotify.com/v1/tracks/3Iba59sFmGhQ4kbCY5L8AX,https://api.spotify.com/v1/audio-analysis/3Iba59sFmGhQ4kbCY5L8AX,226268,4,Little Bit of Love,Tom Grennan
0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,audio_features,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E,219720,4,I Knew You Were Trouble.,Taylor Swift
0.33,0.483,9,-9.394,1,0.0399,0.624,0.0,0.111,0.34,87.115,audio_features,7IWcDWOfiooH5hRs9XOVYz,spotify:track:7IWcDWOfiooH5hRs9XOVYz,https://api.spotify.com/v1/tracks/7IWcDWOfiooH5hRs9XOVYz,https://api.spotify.com/v1/audio-analysis/7IWcDWOfiooH5hRs9XOVYz,210789,4,Fresh Out The Slammer,Taylor Swift
0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4,The Real Slim Shady,Eminem
0.827,0.456,5,-9.246,1,0.0942,0.622,9.79e-05,0.109,0.689,114.269,audio_features,4qY6XV17tyJdpAgo9JoCLA,spotify:track:4qY6XV17tyJdpAgo9JoCLA,https://api.spotify.com/v1/tracks/4qY6XV17tyJdpAgo9JoCLA,https://api.spotify.com/v1/audio-analysis/4qY6XV17tyJdpAgo9JoCLA,135978,4,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,sped up nightcore
0.564,0.612,0,-5.018,1,0.0248,0.382,0.0,0.11,0.146,83.03,audio_features,30LZU3ReFIndjHLfaahreM,spotify:track:30LZU3ReFIndjHLfaahreM,https://api.spotify.com/v1/tracks/30LZU3ReFIndjHLfaahreM,https://api.spotify.com/v1/audio-analysis/30LZU3ReFIndjHLfaahreM,237493,3,Save Me,Jelly Roll
0.733,0.583,1,-9.589,1,0.301,0.0891,0.0,0.138,0.282,147.921,audio_features,5t5tLsfuyOyyuXF96M4g2a,spotify:track:5t5tLsfuyOyyuXF96M4g2a,https://api.spotify.com/v1/tracks/5t5tLsfuyOyyuXF96M4g2a,https://api.spotify.com/v1/audio-analysis/5t5tLsfuyOyyuXF96M4g2a,238016,4,Best For Me,Joyner Lucas
0.444,0.315,6,-7.112,1,0.0307,0.731,0.0,0.171,0.475,79.197,audio_features,1393rKYgZHNphZrdx1jWoN,spotify:track:1393rKYgZHNphZrdx1jWoN,https://api.spotify.com/v1/tracks/1393rKYgZHNphZrdx1jWoN,https://api.spotify.com/v1/audio-analysis/1393rKYgZHNphZrdx1jWoN,169896,3,Ni Me Debes Ni Te Debo,Carin Leon
0.736,0.901,1,-4.575,1,0.0838,0.221,0.0,0.375,0.567,149.946,audio_features,0u6JsFiEEXb6kaF0oqyeFi,spotify:track:0u6JsFiEEXb6kaF0oqyeFi,https://api.spotify.com/v1/tracks/0u6JsFiEEXb6kaF0oqyeFi,https://api.spotify.com/v1/audio-analysis/0u6JsFiEEXb6kaF0oqyeFi,204000,4,Ya No Vuelvas,Luck Ra
0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,audio_features,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,220883,4,Scared To Be Lonely,Martin Garrix
0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,audio_features,3JKgcAa7r07ocVWcV8bS0H,spotify:track:3JKgcAa7r07ocVWcV8bS0H,https://api.spotify.com/v1/tracks/3JKgcAa7r07ocVWcV8bS0H,https://api.spotify.com/v1/audio-analysis/3JKgcAa7r07ocVWcV8bS0H,163798,4,21,Polo G
0.744,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.966,audio_features,2H1047e0oMSj10dgp7p2VG,spotify:track:2H1047e0oMSj10dgp7p2VG,https://api.spotify.com/v1/tracks/2H1047e0oMSj10dgp7p2VG,https://api.spotify.com/v1/audio-analysis/2H1047e0oMSj10dgp7p2VG,289133,4,I Gotta Feeling,Black Eyed Peas
0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,audio_features,0MXemkrh7WpAfiafcGQwZO,spotify:track:0MXemkrh7WpAfiafcGQwZO,https://api.spotify.com/v1/tracks/0MXemkrh7WpAfiafcGQwZO,https://api.spotify.com/v1/audio-analysis/0MXemkrh7WpAfiafcGQwZO,180000,4,NOSTYLIST,Destroy Lonely
0.817,0.445,0,-8.445,1,0.0415,0.131,0.000449,0.0465,0.966,114.915,audio_features,1nTBsGK6OJpfZm0vbPgrBx,spotify:track:1nTBsGK6OJpfZm0vbPgrBx,https://api.spotify.com/v1/tracks/1nTBsGK6OJpfZm0vbPgrBx,https://api.spotify.com/v1/audio-analysis/1nTBsGK6OJpfZm0vbPgrBx,146542,4,Respect (2021 Remaster),Aretha Franklin
0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,audio_features,5YnxnTS89l3FElIwfIAeSs,spotify:track:5YnxnTS89l3FElIwfIAeSs,https://api.spotify.com/v1/tracks/5YnxnTS89l3FElIwfIAeSs,https://api.spotify.com/v1/audio-analysis/5YnxnTS89l3FElIwfIAeSs,126521,4,SO DONE,The Kid LAROI
0.812,0.269,3,-10.649,1,0.0532,0.684,0.845,0.355,0.586,122.03,audio_features,06agGBuAaolKYrIwPyvSVU,spotify:track:06agGBuAaolKYrIwPyvSVU,https://api.spotify.com/v1/tracks/06agGBuAaolKYrIwPyvSVU,https://api.spotify.com/v1/audio-analysis/06agGBuAaolKYrIwPyvSVU,66885,4,The Boat Beat,Ricky Desktop
0.683,0.812,7,-4.493,1,0.0711,0.161,0.000404,0.0872,0.724,87.864,audio_features,5qFeMRz4TvetPmzjre9Dq7,spotify:track:5qFeMRz4TvetPmzjre9Dq7,https://api.spotify.com/v1/tracks/5qFeMRz4TvetPmzjre9Dq7,https://api.spotify.com/v1/audio-analysis/5qFeMRz4TvetPmzjre9Dq7,250840,4,No Es Justo,J Balvin
0.807,0.721,4,-6.211,0,0.0508,0.51,0.00216,0.115,0.532,134.014,audio_features,6rdkCkjk6D12xRpdMXy0I2,spotify:track:6rdkCkjk6D12xRpdMXy0I2,https://api.spotify.com/v1/tracks/6rdkCkjk6D12xRpdMXy0I2,https://api.spotify.com/v1/audio-analysis/6rdkCkjk6D12xRpdMXy0I2,108987,4,New Jeans,NewJeans
0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,audio_features,4pspYVQGFHLPEFgQPD1J7e,spotify:track:4pspYVQGFHLPEFgQPD1J7e,https://api.spotify.com/v1/tracks/4pspYVQGFHLPEFgQPD1J7e,https://api.spotify.com/v1/audio-analysis/4pspYVQGFHLPEFgQPD1J7e,191242,4,WANNABE,ITZY
0.847,0.653,10,-5.776,0,0.0415,0.137,0.00145,0.0916,0.645,111.983,audio_features,3Llg6UrxeStZxQJNjEQrlM,spotify:track:3Llg6UrxeStZxQJNjEQrlM,https://api.spotify.com/v1/tracks/3Llg6UrxeStZxQJNjEQrlM,https://api.spotify.com/v1/audio-analysis/3Llg6UrxeStZxQJNjEQrlM,208027,4,No Angels,Justin Timberlake
0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,audio_features,2HSmyk2qMN8WQjuGhaQgCk,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,https://api.spotify.com/v1/tracks/2HSmyk2qMN8WQjuGhaQgCk,https://api.spotify.com/v1/audio-analysis/2HSmyk2qMN8WQjuGhaQgCk,336511,4,Champagne Poetry,Drake
0.737,0.709,8,-6.889,0,0.045,0.333,0.0,0.289,0.556,125.997,audio_features,6r46lnXFbE9fr2d3KNaGbe,spotify:track:6r46lnXFbE9fr2d3KNaGbe,https://api.spotify.com/v1/tracks/6r46lnXFbE9fr2d3KNaGbe,https://api.spotify.com/v1/audio-analysis/6r46lnXFbE9fr2d3KNaGbe,234829,4,Imitadora,Romeo Santos
0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,audio_features,0uxSUdBrJy9Un0EYoBowng,spotify:track:0uxSUdBrJy9Un0EYoBowng,https://api.spotify.com/v1/tracks/0uxSUdBrJy9Un0EYoBowng,https://api.spotify.com/v1/audio-analysis/0uxSUdBrJy9Un0EYoBowng,220587,4,20 Min,Lil Uzi Vert
0.686,0.495,2,-7.732,1,0.026,0.452,0.0,0.0783,0.102,93.989,audio_features,5bNwBzWL35RkGteEA8Nczx,spotify:track:5bNwBzWL35RkGteEA8Nczx,https://api.spotify.com/v1/tracks/5bNwBzWL35RkGteEA8Nczx,https://api.spotify.com/v1/audio-analysis/5bNwBzWL35RkGteEA8Nczx,311489,4,Om Jai Jagdish Hare,Shivali
0.632,0.832,7,-1.948,0,0.154,0.048,0.0,0.0705,0.784,182.184,audio_features,7uQmJ1jgNzBpATSoWKSPFu,spotify:track:7uQmJ1jgNzBpATSoWKSPFu,https://api.spotify.com/v1/tracks/7uQmJ1jgNzBpATSoWKSPFu,https://api.spotify.com/v1/audio-analysis/7uQmJ1jgNzBpATSoWKSPFu,198933,4,Ya No Tiene Novio,Sebastian Yatra
0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,audio_features,042Sl6Mn83JHyLEqdK7uI0,spotify:track:042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/tracks/042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/audio-analysis/042Sl6Mn83JHyLEqdK7uI0,245897,4,Your Power,Billie Eilish
0.725,0.484,5,-8.501,1,0.052,0.512,0.0,0.138,0.881,97.398,audio_features,5B8FWDSKUT5Ui1CsCfopWh,spotify:track:5B8FWDSKUT5Ui1CsCfopWh,https://api.spotify.com/v1/tracks/5B8FWDSKUT5Ui1CsCfopWh,https://api.spotify.com/v1/audio-analysis/5B8FWDSKUT5Ui1CsCfopWh,162649,4,Bling Bling,Grupo Marca Registrada
0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,audio_features,0A1hoCfMLkiAgvhWkkucJa,spotify:track:0A1hoCfMLkiAgvhWkkucJa,https://api.spotify.com/v1/tracks/0A1hoCfMLkiAgvhWkkucJa,https://api.spotify.com/v1/audio-analysis/0A1hoCfMLkiAgvhWkkucJa,171067,4,Body,Megan Thee Stallion
0.567,0.83,9,-6.402,0,0.0349,0.00879,0.0105,0.529,0.0726,126.04,audio_features,4qDpLaFGf5ampf2DXD2TMA,spotify:track:4qDpLaFGf5ampf2DXD2TMA,https://api.spotify.com/v1/tracks/4qDpLaFGf5ampf2DXD2TMA,https://api.spotify.com/v1/audio-analysis/4qDpLaFGf5ampf2DXD2TMA,236000,4,Where You Are,John Summit
0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.039,audio_features,2iJuuzV8P9Yz0VSurttIV5,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4,Scream & Shout,will.i.am
0.898,0.689,9,-5.092,1,0.171,0.165,0.0,0.0957,0.772,147.964,audio_features,0ZxhtATQ0a6EvQNZ0z6NKV,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125,4,Princess Diana (with Nicki Minaj),Ice Spice
0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,audio_features,45aBsnKRWUzhwbcqOJLwfe,spotify:track:45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/tracks/45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/audio-analysis/45aBsnKRWUzhwbcqOJLwfe,234707,4,This Is Me,Keala Settle
0.639,0.791,10,-4.443,0,0.254,0.0275,0.0,0.362,0.933,92.603,audio_features,25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347,4,QUE PRETENDES,J Balvin
0.746,0.286,5,-8.697,0,0.644,0.812,0.0326,0.0881,0.559,137.229,audio_features,4wHCS1sbcLEwHPJukcoskE,spotify:track:4wHCS1sbcLEwHPJukcoskE,https://api.spotify.com/v1/tracks/4wHCS1sbcLEwHPJukcoskE,https://api.spotify.com/v1/audio-analysis/4wHCS1sbcLEwHPJukcoskE,60109,4,The Chicken Wing Beat,Ricky Desktop
0.587,0.872,9,-6.7,1,0.0342,0.00218,0.000937,0.474,0.577,128.037,audio_features,5TswDbxMnxptgFTf6ZxvXQ,spotify:track:5TswDbxMnxptgFTf6ZxvXQ,https://api.spotify.com/v1/tracks/5TswDbxMnxptgFTf6ZxvXQ,https://api.spotify.com/v1/audio-analysis/5TswDbxMnxptgFTf6ZxvXQ,179062,4,Rim Tim Tagi Dim,Baby Lasagna
0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,audio_features,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,235284,4,Baila Baila Baila,Ozuna
